file_name,host,host_type,collection_date,country,province,expected_role,genotype
EPI_ISL_18132844,Backyard_bird,wild bird,2022-03-26,USA,Wyoming,american_anchor,B2.1
EPI_ISL_18132856,Bald_Eagle,wild bird,2022-03-01,USA,Florida,american_anchor,B1.1
EPI_ISL_18132864,Bald_Eagle,wild bird,2022-01-25,USA,Florida,american_anchor,B1.1
EPI_ISL_18132869,turkey,domesticated bird,2022-03-11,USA,South Dakota,american_anchor,A1
EPI_ISL_18132872,Bald_Eagle,wild bird,2022-04-25,USA,Michigan,american_anchor,B1.1
EPI_ISL_18132885,Bald_Eagle,wild bird,2022-02-01,USA,North Carolina,american_anchor,Minor08
EPI_ISL_18132892,Bald_Eagle,wild bird,2022-03-04,USA,Michigan,american_anchor,B2.1
EPI_ISL_18132904,Bald_Eagle,wild bird,2022-03-14,USA,Kansas,american_anchor,A1
EPI_ISL_18132909,Bald_Eagle,wild bird,2022-03-15,USA,Nebraska,american_anchor,Minor13
EPI_ISL_18132915,Black_Vulture,wild bird,2022-04-20,USA,Florida,american_anchor,B1.1
EPI_ISL_18132927,Bald_Eagle,wild bird,2022-02-23,USA,Florida,american_anchor,B1.1
EPI_ISL_18132930,Bald_Eagle,wild bird,2022-02-28,USA,Florida,american_anchor,Minor01
EPI_ISL_18132933,Bald_Eagle,wild bird,2022-02-28,USA,Florida,american_anchor,B1.1
EPI_ISL_18132937,Bald_Eagle,wild bird,2022-02-01,USA,Florida,american_anchor,B1.1
EPI_ISL_18132938,Black_Vulture,wild bird,2022-04-05,USA,Florida,american_anchor,B1.1
EPI_ISL_18132940,Black_Vulture,wild bird,2022-03-07,USA,Florida,american_anchor,B1.1
EPI_ISL_18132941,Bald_Eagle,wild bird,2022-02-01,USA,Florida,american_anchor,B1.1
EPI_ISL_18132944,Black_Vulture,wild bird,2022-02-25,USA,Florida,american_anchor,B1.1
EPI_ISL_18132945,Bald_Eagle,wild bird,2022-02-23,USA,Florida,american_anchor,B1.1
EPI_ISL_18132948,Black_Vulture,wild bird,2022-03-09,USA,Florida,american_anchor,B1.1
EPI_ISL_18132952,Barred_Owl,wild bird,2022-04-27,USA,Minnesota,american_anchor,B1.1
EPI_ISL_18132967,Black_Vulture,wild bird,2022-03-30,USA,Florida,american_anchor,B1.1
EPI_ISL_18132970,Black_Vulture,wild bird,2022-03-14,USA,Florida,american_anchor,B1.1
EPI_ISL_18132974,Black_Vulture,wild bird,2022-03-24,USA,Florida,american_anchor,B1.1
EPI_ISL_18132978,Black_Vulture,wild bird,2022-02-14,USA,Florida,american_anchor,B1.1
EPI_ISL_18132983,Black_Vulture,wild bird,2022-03-25,USA,Florida,american_anchor,B1.1
EPI_ISL_18132997,Backyard_bird,wild bird,2022-02-28,USA,Iowa,american_anchor,A1
EPI_ISL_18132998,Bald_Eagle,wild bird,2022-03-28,USA,Vermont,american_anchor,B1.2
EPI_ISL_18132999,Black_Vulture,wild bird,2022-03-21,USA,Florida,american_anchor,B1.1
EPI_ISL_18133006,Bald_Eagle,wild bird,2022-04-22,USA,Wyoming,american_anchor,B4.1
EPI_ISL_18133013,Backyard_bird,wild bird,2022-03-16,USA,Kansas,american_anchor,A1
EPI_ISL_18133017,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133021,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133023,American_Wigeon,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133024,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133026,American_Wigeon,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133028,Bald_Eagle,wild bird,2022-02-26,USA,South Carolina,american_anchor,B1.1
EPI_ISL_18133029,American_Wigeon,wild bird,2021-12-30,USA,South Carolina,american_anchor,A1
EPI_ISL_18133032,American_Wigeon,wild bird,2022-01-26,USA,North Carolina,american_anchor,A1
EPI_ISL_18133034,Bald_Eagle,wild bird,2022-03-25,USA,Pennsylvania,american_anchor,A1
EPI_ISL_18133035,American_Wigeon,wild bird,2022-01-22,USA,North Carolina,american_anchor,A1
EPI_ISL_18133039,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133043,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133047,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133051,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133055,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133059,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133060,Backyard_bird,wild bird,2022-04-04,USA,New York,american_anchor,B1.1
EPI_ISL_18133063,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133067,Backyard_bird,wild bird,2022-02-28,USA,Connecticut,american_anchor,A1
EPI_ISL_18133068,Backyard_bird,wild bird,2022-03-28,USA,New York,american_anchor,A1
EPI_ISL_18133071,Backyard_bird,wild bird,2022-04-18,USA,Idaho,american_anchor,B2.1
EPI_ISL_18133072,Backyard_bird,wild bird,2022-02-22,USA,New York,american_anchor,A1
EPI_ISL_18133083,Backyard_bird,wild bird,2022-03-10,USA,Maine,american_anchor,A1
EPI_ISL_18133085,American_Black_Duck,wild bird,2022-02-16,USA,Connecticut,american_anchor,A2
EPI_ISL_18133089,American_Black_Duck,wild bird,2022-02-16,USA,Connecticut,american_anchor,A2
EPI_ISL_18133091,Backyard_bird,wild bird,2022-02-20,USA,Maine,american_anchor,A1
EPI_ISL_18133095,Backyard_bird,wild bird,2022-02-17,USA,Maine,american_anchor,A1
EPI_ISL_18133101,American_Crow,wild bird,2022-04-21,USA,North Dakota,american_anchor,B3.2
EPI_ISL_18133102,Backyard_bird,wild bird,2022-03-22,USA,Michigan,american_anchor,B1.2
EPI_ISL_18133105,American_Green-winged_Teal,wild bird,2022-02-12,USA,Tennessee,american_anchor,A1
EPI_ISL_18133106,Backyard_bird,wild bird,2022-02-22,USA,Michigan,american_anchor,A1
EPI_ISL_18133109,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133111,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133112,Backyard_bird,wild bird,2022-03-25,USA,Missouri,american_anchor,B2.1
EPI_ISL_18133113,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133114,Backyard_bird,wild bird,2022-02-22,USA,Michigan,american_anchor,A1
EPI_ISL_18133117,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133121,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133124,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133127,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133130,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133140,American_Wigeon,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133144,American_Wigeon,wild bird,2022-01-26,USA,Delaware,american_anchor,A1
EPI_ISL_18133145,Mallard,wild bird,2022-02-03,USA,Connecticut,american_anchor,A1
EPI_ISL_18133148,American_Wigeon,wild bird,2022-02-05,USA,Alabama,american_anchor,A1
EPI_ISL_18133149,Mallard,wild bird,2022-03-22,USA,Colorado,american_anchor,A1
EPI_ISL_18133152,American_White_Pelican,wild bird,2022-03-29,USA,Missouri,american_anchor,B2.1
EPI_ISL_18133156,American_White_Pelican,wild bird,2022-02-28,USA,Missouri,american_anchor,A1
EPI_ISL_18133159,Backyard_bird,wild bird,2022-03-31,USA,Wisconsin,american_anchor,A1
EPI_ISL_18133167,Backyard_bird,wild bird,2022-02-11,USA,Virginia,american_anchor,A1
EPI_ISL_18133178,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133181,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133184,Mallard,wild bird,2022-02-01,USA,North Carolina,american_anchor,Minor09
EPI_ISL_18133187,Backyard_bird,wild bird,2022-04-06,USA,North Dakota,american_anchor,B5.1
EPI_ISL_18133190,Gull,wild bird,2022-03-31,USA,Florida,american_anchor,B1.1
EPI_ISL_18133192,Mallard,wild bird,2022-02-01,USA,North Carolina,american_anchor,Minor09
EPI_ISL_18133193,Backyard_bird,wild bird,2022-04-11,USA,Minnesota,american_anchor,B3.2
EPI_ISL_18133195,Backyard_bird,wild bird,2022-04-04,USA,North Dakota,american_anchor,B3.1
EPI_ISL_18133196,Mallard,wild bird,2022-02-01,USA,North Carolina,american_anchor,Minor09
EPI_ISL_18133200,Mallard,wild bird,2022-01-29,USA,North Carolina,american_anchor,A1
EPI_ISL_18133204,Mallard,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133208,Mallard,wild bird,2022-02-07,USA,New Jersey,american_anchor,A1
EPI_ISL_18133211,Backyard_bird,wild bird,2022-04-28,USA,Minnesota,american_anchor,B2.1
EPI_ISL_18133212,Mallard,wild bird,2022-02-07,USA,New Jersey,american_anchor,A1
EPI_ISL_18133217,Backyard_bird,wild bird,2022-04-14,USA,Michigan,american_anchor,B1.2
EPI_ISL_18133220,Mallard,wild bird,2022-02-07,USA,New Jersey,american_anchor,A1
EPI_ISL_18133222,Lesser_Scaup,wild bird,2022-01-23,USA,Maryland,american_anchor,A1
EPI_ISL_18133223,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133225,Lesser_Scaup,wild bird,2022-02-24,USA,Georgia,american_anchor,B1.2
EPI_ISL_18133226,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133228,Lesser_Scaup,wild bird,2022-02-24,USA,Georgia,american_anchor,B1.1
EPI_ISL_18133230,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133233,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133237,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133241,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133242,Lesser_Scaup,wild bird,2022-02-24,USA,Georgia,american_anchor,B1.2
EPI_ISL_18133245,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133246,Lesser_Scaup,wild bird,2022-03-23,USA,Florida,american_anchor,B1.1
EPI_ISL_18133248,Mallard,wild bird,2022-02-07,USA,Kentucky,american_anchor,A1
EPI_ISL_18133249,Mallard,wild bird,2022-01-26,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133250,Lesser_Scaup,wild bird,2022-03-23,USA,Florida,american_anchor,B1.2
EPI_ISL_18133262,Lesser_Scaup,wild bird,2022-02-13,USA,Florida,american_anchor,B1.1
EPI_ISL_18133264,Mallard,wild bird,2022-02-03,USA,Connecticut,american_anchor,A1
EPI_ISL_18133268,Mallard,wild bird,2022-02-03,USA,Connecticut,american_anchor,A1
EPI_ISL_18133269,Hooded_Merganser,wild bird,2022-02-28,USA,Missouri,american_anchor,A1
EPI_ISL_18133270,Lesser_Scaup,wild bird,2022-02-16,USA,Florida,american_anchor,B1.1
EPI_ISL_18133296,Herring_Gull,wild bird,2022-02-25,USA,Ohio,american_anchor,B1.2
EPI_ISL_18133309,Heron,?,2022-04-24,USA,Montana,american_anchor,B4.1
EPI_ISL_18133329,Merganser,wild bird,2022-03-22,USA,Pennsylvania,american_anchor,A1
EPI_ISL_18133331,Guineafowl,domesticated bird,2022-03-09,USA,Illinois,american_anchor,A1
EPI_ISL_18133334,Green-winged_Teal,wild bird,2022-01-19,USA,Virginia,american_anchor,A1
EPI_ISL_18133338,Green-winged_Teal,wild bird,2022-02-05,USA,North Carolina,american_anchor,Minor08
EPI_ISL_18133339,Merganser,wild bird,2022-03-22,USA,Pennsylvania,american_anchor,A1
EPI_ISL_18133349,Cooper's_Hawk,wild bird,2022-03-13,USA,Wisconsin,american_anchor,A1
EPI_ISL_18133357,goose,wild bird,2022-03-14,USA,South Dakota,american_anchor,B2.1
EPI_ISL_18133367,goose,wild bird,2022-04-18,USA,Wyoming,american_anchor,B2.1
EPI_ISL_18133371,goose,wild bird,2022-04-13,USA,Wyoming,american_anchor,B2.1
EPI_ISL_18133376,goose,wild bird,2022-03-17,USA,Michigan,american_anchor,B1.2
EPI_ISL_18133383,goose,wild bird,2022-03-08,USA,Massachusetts,american_anchor,A2
EPI_ISL_18133389,goose,wild bird,2022-02-03,USA,Massachusetts,american_anchor,A1
EPI_ISL_18133398,goose,wild bird,2022-02-04,USA,Delaware,american_anchor,A1
EPI_ISL_18133407,Brown_Pelican,wild bird,2022-02-20,USA,North Carolina,american_anchor,A1
EPI_ISL_18133410,Brown_Pelican,wild bird,2022-03-04,USA,Florida,american_anchor,A1
EPI_ISL_18133413,duck,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133414,Duck,wild bird,2022-04-27,USA,Montana,american_anchor,B3.1
EPI_ISL_18133416,Blue-winged_Teal,wild bird,2021-12-30,USA,South Carolina,american_anchor,A1
EPI_ISL_18133419,Blue-winged_Teal,wild bird,2022-01-22,USA,Florida,american_anchor,A1
EPI_ISL_18133422,goose,wild bird,2022-04-05,USA,Florida,american_anchor,B1.1
EPI_ISL_18133425,Gadwall,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133429,Gadwall,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133433,Gadwall,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133439,goose,wild bird,2022-03-15,USA,Ohio,american_anchor,B1.1
EPI_ISL_18133440,Great_Horned_Owl,wild bird,2022-04-12,USA,Minnesota,american_anchor,B3.2
EPI_ISL_18133441,Gadwall,wild bird,2022-01-22,USA,North Carolina,american_anchor,A1
EPI_ISL_18133445,Gadwall,wild bird,2022-01-15,USA,North Carolina,american_anchor,A1
EPI_ISL_18133447,goose,wild bird,2022-03-01,USA,Ohio,american_anchor,B1.2
EPI_ISL_18133449,Gadwall,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133452,Great_Horned_Owl,wild bird,2022-03-27,USA,North Dakota,american_anchor,B5.1
EPI_ISL_18133454,Duck,wild bird,2022-04-18,USA,Idaho,american_anchor,B4.1
EPI_ISL_18133457,Gadwall,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133461,Gadwall,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133462,goose,wild bird,2022-02-22,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133463,Green-winged_Teal,wild bird,2022-01-31,USA,North Carolina,american_anchor,A1
EPI_ISL_18133464,Gadwall,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133465,goose,wild bird,2022-02-22,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133467,Gadwall,wild bird,2022-02-08,USA,Kentucky,american_anchor,A1
EPI_ISL_18133469,Green-winged_Teal,wild bird,2022-01-29,USA,North Carolina,american_anchor,A1
EPI_ISL_18133470,Gadwall,wild bird,2022-01-30,USA,Georgia,american_anchor,A1
EPI_ISL_18133471,goose,wild bird,2022-02-22,USA,New Hampshire,american_anchor,A1
EPI_ISL_18133472,Green-winged_Teal,wild bird,2022-01-29,USA,North Carolina,american_anchor,A1
EPI_ISL_18133473,Gadwall,wild bird,2022-01-15,USA,North Carolina,american_anchor,A1
EPI_ISL_18133475,Green-winged_Teal,wild bird,2022-01-29,USA,North Carolina,american_anchor,A1
EPI_ISL_18133477,Green-winged_Teal,wild bird,2022-01-29,USA,North Carolina,american_anchor,A1
EPI_ISL_18133480,Green-winged_Teal,wild bird,2022-01-08,USA,North Carolina,american_anchor,A1
EPI_ISL_18133482,Great_Horned_Owl,wild bird,2022-02-28,USA,Florida,american_anchor,B1.1
EPI_ISL_18133486,Great_Horned_Owl,wild bird,2022-04-11,USA,Minnesota,american_anchor,B2.1
EPI_ISL_18133488,Great_Horned_Owl,wild bird,2022-04-15,USA,Minnesota,american_anchor,B2.1
EPI_ISL_18133496,goose,wild bird,2022-03-18,USA,Missouri,american_anchor,B2.1
EPI_ISL_18133508,Great_Horned_Owl,wild bird,2022-04-21,USA,North Dakota,american_anchor,B2.1
EPI_ISL_18133517,Great_Horned_Owl,wild bird,2022-04-15,USA,Iowa,american_anchor,A1
EPI_ISL_18133524,Gadwall,wild bird,2022-01-29,USA,Virginia,american_anchor,A1
EPI_ISL_18133525,Great_Horned_Owl,wild bird,2022-02-24,USA,Florida,american_anchor,B1.1
EPI_ISL_18133526,Gadwall,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18133528,Gadwall,wild bird,2022-01-06,USA,South Carolina,american_anchor,A1
EPI_ISL_18755530,northern_pintail,?,2022-09-02,USA,Alaska,american_anchor,B3.2
EPI_ISL_19101238,Canada_goose,wild bird,2022-08-24,USA,New York,american_anchor,B1.3
EPI_ISL_19158166,chicken,domesticated bird,2022-07-25,USA,Alaska,american_anchor,B4.1
EPI_ISL_19158189,gadwall,wild bird,2022-09-20,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158201,common_raven,wild bird,2022-09-20,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158202,common_raven,wild bird,2022-07-31,USA,Alaska,american_anchor,A3
EPI_ISL_19158203,common_raven,wild bird,2022-07-20,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158204,common_raven,wild bird,2022-07-08,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158214,bald_eagle,wild bird,2022-05-21,USA,Alaska,american_anchor,B4.1
EPI_ISL_19158222,bald_eagle,wild bird,2022-05-09,USA,Alaska,american_anchor,B2.1
EPI_ISL_19158226,Sabine's_gull,wild bird,2022-06-06,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158227,Sabine's_gull,wild bird,2022-06-06,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158228,Sabine's_gull,wild bird,2022-06-06,USA,Alaska,american_anchor,B3.1
EPI_ISL_19158233,northern_pintail,?,2022-09-28,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158242,northern_pintail,?,2022-09-12,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158246,northern_pintail,?,2022-09-09,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158258,red-necked_grebe,?,2022-06-06,USA,Alaska,american_anchor,B3.1
EPI_ISL_19158259,red_fox,wild mammal,2022-06-13,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158262,parasitic_jaeger,?,2022-07-22,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158278,glaucous_gull,wild bird,2022-06-06,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158281,mallard,wild bird,2022-09-05,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158297,glaucous_gull,wild bird,2022-08-09,USA,Alaska,american_anchor,A3
EPI_ISL_19158298,glaucous_gull,wild bird,2022-07-01,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158299,glaucous_gull,wild bird,2022-07-12,USA,Alaska,american_anchor,A3
EPI_ISL_19158328,Canada_goose,wild bird,2022-05-05,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158340,Arctic_tern,wild bird,2022-07-22,USA,Alaska,american_anchor,B3.2
EPI_ISL_19158346,snowy_owl,wild bird,2022-07-19,USA,Alaska,american_anchor,B3.2
EPI_ISL_19546772,chicken,domesticated bird,2022-06-08,USA,Washington,american_anchor,B4.1
EPI_ISL_19546773,turkey,domesticated bird,2022-06-08,USA,Washington,american_anchor,B4.1
EPI_ISL_19546779,chicken,domesticated bird,2022-06-17,USA,Washington,american_anchor,B2.1
EPI_ISL_19546781,chicken,domesticated bird,2022-06-21,USA,Washington,american_anchor,B4.1
EPI_ISL_19546783,chicken,domesticated bird,2022-06-27,USA,Maine,american_anchor,A2
EPI_ISL_19546784,chicken,domesticated bird,2022-06-26,USA,Washington,american_anchor,B4.1
EPI_ISL_19546788,chicken,domesticated bird,2022-06-27,USA,Utah,american_anchor,B3.2
EPI_ISL_19559077,duck,wild bird,2022-06-03,USA,Indiana,american_anchor,B2.1
EPI_ISL_19559083,chicken,domesticated bird,2022-06-02,USA,Indiana,american_anchor,B1.2
EPI_ISL_19559087,chicken,domesticated bird,2022-06-04,USA,Washington,american_anchor,B2.1
EPI_ISL_19559093,chicken,domesticated bird,2022-06-05,USA,Colorado,american_anchor,A1
EPI_ISL_19559097,chicken,domesticated bird,2022-06-05,USA,Colorado,american_anchor,A1
EPI_ISL_19559132,chicken,domesticated bird,2022-05-26,USA,Washington,american_anchor,B4.1
EPI_ISL_19559139,duck,wild bird,2022-05-21,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19560323,duck,wild bird,2022-05-31,USA,Pennsylvania,american_anchor,A1
EPI_ISL_19560328,chicken,domesticated bird,2022-06-03,USA,North Dakota,american_anchor,B2.1
EPI_ISL_19604003,mallard,wild bird,2022-08-30,USA,North Dakota,american_anchor,B2.2
EPI_ISL_19604012,mallard,wild bird,2022-08-22,USA,Nevada,american_anchor,B2.1
EPI_ISL_19604013,mallard,wild bird,2022-08-08,USA,Nevada,american_anchor,B2.1
EPI_ISL_19604015,mallard,wild bird,2022-09-12,USA,New York,american_anchor,Not assigned: Only 7 segments >98.0% match found of total 8 segments in input file
EPI_ISL_19604016,mallard,wild bird,2022-09-12,USA,New York,american_anchor,B1.2
EPI_ISL_19604021,mallard,wild bird,2022-08-19,USA,Nevada,american_anchor,B2.1
EPI_ISL_19604024,mallard,wild bird,2022-09-08,USA,Michigan,american_anchor,B4.1
EPI_ISL_19604032,mallard,wild bird,2022-09-12,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19604037,mallard,wild bird,2022-08-31,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19604039,mallard,wild bird,2022-09-13,USA,Minnesota,american_anchor,B3.2
EPI_ISL_19604046,mallard,wild bird,2022-09-24,USA,Minnesota,american_anchor,B1.3
EPI_ISL_19604050,mallard,wild bird,2022-01-30,USA,Tennessee,american_anchor,A1
EPI_ISL_19604051,mallard,wild bird,2022-01-31,USA,Tennessee,american_anchor,A1
EPI_ISL_19604054,mallard,wild bird,2022-08-17,USA,Utah,american_anchor,B2.2
EPI_ISL_19604055,mallard,wild bird,2022-09-01,USA,Vermont,american_anchor,B1.2
EPI_ISL_19604060,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604072,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604073,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604074,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604080,mallard,wild bird,2022-08-04,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604081,mallard,wild bird,2022-08-10,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604082,mallard,wild bird,2022-08-10,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604084,mallard,wild bird,2022-08-15,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604088,mallard,wild bird,2022-08-15,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604089,mallard,wild bird,2022-08-21,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604095,mallard,wild bird,2022-01-24,USA,Tennessee,american_anchor,A1
EPI_ISL_19604096,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604097,mallard,wild bird,2022-01-25,USA,Tennessee,american_anchor,A1
EPI_ISL_19604098,mallard,wild bird,2022-08-05,USA,Michigan,american_anchor,B1.3
EPI_ISL_19604099,mallard,wild bird,2022-08-05,USA,Michigan,american_anchor,B1.3
EPI_ISL_19604100,mallard,wild bird,2022-08-05,USA,Michigan,american_anchor,B1.3
EPI_ISL_19604158,mallard,wild bird,2022-09-22,USA,Massachusetts,american_anchor,B1.3
EPI_ISL_19604159,mallard,wild bird,2022-08-31,USA,Maine,american_anchor,B4.1
EPI_ISL_19604176,mallard,wild bird,2022-08-08,USA,California,american_anchor,B2.1
EPI_ISL_19604181,mallard,wild bird,2022-08-23,USA,California,american_anchor,B4.1
EPI_ISL_19604193,peregrine_falcon,wild bird,2022-04-21,USA,Ohio,american_anchor,B1.1
EPI_ISL_19604198,peregrine_falcon,wild bird,2022-05-10,USA,Wyoming,american_anchor,B4.1
EPI_ISL_19604199,peregrine_falcon,wild bird,2022-09-21,USA,Wyoming,american_anchor,B2.1
EPI_ISL_19604209,peregrine_falcon,wild bird,2022-07-07,USA,Minnesota,american_anchor,A1
EPI_ISL_19604223,peregrine_falcon,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19604224,peregrine_falcon,wild bird,2022-06-10,USA,Massachusetts,american_anchor,A2
EPI_ISL_19604228,peregrine_falcon,wild bird,2022-07-10,USA,Maine,american_anchor,A2
EPI_ISL_19604229,peregrine_falcon,wild bird,2022-05-23,USA,Michigan,american_anchor,B2.1
EPI_ISL_19604247,red_tailed_hawk,wild bird,2022-08-30,USA,California,american_anchor,B4.1
EPI_ISL_19604270,raven,wild bird,2022-07-08,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604287,neotropic_cormorant,wild bird,2022-05-23,USA,Arizona,american_anchor,B1.1
EPI_ISL_19604291,northern_harrier,?,2022-05-02,USA,North Dakota,american_anchor,B2.1
EPI_ISL_19604292,northern_pintail,?,2022-09-02,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604293,northern_pintail,?,2022-09-02,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604300,northern_pintail,?,2022-09-12,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604302,northern_pintail,?,2022-09-14,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604328,mute_swan,wild bird,2022-07-26,USA,California,american_anchor,B4.1
EPI_ISL_19604330,mute_swan,wild bird,2022-09-11,USA,New York,american_anchor,B1.3
EPI_ISL_19604337,owl,wild bird,2022-04-28,USA,Montana,american_anchor,B4.1
EPI_ISL_19604347,owl,wild bird,2022-08-30,USA,New York,american_anchor,A1
EPI_ISL_19604349,owl,wild bird,2022-08-30,USA,Utah,american_anchor,B3.2
EPI_ISL_19604358,northern_pintail,?,2022-09-30,USA,Alaska,american_anchor,B3.2
EPI_ISL_19604362,northern_pintail,?,2022-09-30,USA,Alaska,american_anchor,A3
EPI_ISL_19604374,northern_shoveler,wild bird,2022-08-25,USA,North Dakota,american_anchor,B2.2
EPI_ISL_19604803,turkey_vulture,domesticated bird,2022-06-21,USA,New York,american_anchor,B1.2
EPI_ISL_19604805,turkey_vulture,domesticated bird,2022-06-21,USA,New York,american_anchor,B1.2
EPI_ISL_19604809,turkey_vulture,domesticated bird,2022-09-28,USA,Oregon,american_anchor,B4.1
EPI_ISL_19604818,turkey_vulture,domesticated bird,2022-09-08,USA,Utah,american_anchor,B2.2
EPI_ISL_19604819,turkey_vulture,domesticated bird,2022-09-08,USA,Utah,american_anchor,B2.2
EPI_ISL_19604820,turkey_vulture,domesticated bird,2022-07-25,USA,Washington,american_anchor,B4.1
EPI_ISL_19604827,turkey_vulture,domesticated bird,2022-05-19,USA,New York,american_anchor,B1.2
